[検索タイプ] : 企業検索,,,,,,,,,,,
[検索条件] : 〔 業種（東証） ： 水産・農林業 OR 鉱　業 OR 建設業 OR 食料品 OR 繊維製品 OR パルプ・紙 OR 化　学 OR 医薬品 OR 石油・石炭製品 OR ゴム製品 OR ガラス・土石製品 OR 鉄　鋼 OR 非鉄金属 OR 金属製品 OR 機　械 OR 電気機器 OR 輸送用機器 OR 精密機器 OR その他製品 OR 電気・ガス業 OR 陸運業 OR 海運業 OR 空運業 OR 倉庫・運輸関連業 OR 情報・通信業 OR 卸売業 OR 小売業 OR 銀行業 OR 証券、商品先物取引業 OR 保険業 OR その他金融業 OR 不動産業 OR サービス業 〕 AND 〔 決算月 ： 3月 〕 AND 〔 連結/非連結 ： 連結 〕 AND 〔 その他表示項目 ： 時価総額（直近終値ベース） 〕,,,,,,,,,,,
[並び順] : 〔 証券コード ： 昇順 〕,,,,,,,,,,,
,,,,,,,,,,,
[No],[証券コード],[EDINETコード],[企業名],[業種（東証）],[上場市場],[決算月],[会計方式],[連結/非連結],[監査法人],[時価総額（直近終値ベース）[百万円]],[ウォッチリスト]
1209,6787,E02056,㈱メイコー,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任あずさ監査法人," 76,764 ",--
1210,6788,E02333,㈱日本トリム,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 31,813 ",--
1211,6794,E01797,フォスター電機㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 25,625 ",--
1212,6797,E02055,名古屋電機工業㈱,電気機器,名証二部,3月末日,日本基準,連結,監査法人東海会計社," 12,266 ",--
1213,6798,E01805,ＳＭＫ㈱,電気機器,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 19,380 ",--
1214,6800,E01808,㈱ヨコオ,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 52,804 ",--
1215,6803,E01932,ティアック㈱,電気機器,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 3,761 ",--
1216,6804,E01815,ホシデン㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 64,968 ",--
1217,6806,E01939,ヒロセ電機㈱,電気機器,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 629,903 ",--
1218,6807,E01828,日本航空電子工業㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 178,051 ",--
1219,6809,E01831,ＴＯＡ㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 30,806 ",--
1220,6810,E01947,マクセルホールディングス㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 68,650 ",--
1221,6815,E01830,ユニデンホールディングス㈱,電気機器,東証一部,3月末日,日本基準,連結,三優監査法人," 15,589 ",--
1222,6819,E01987,伊豆シャボテンリゾート㈱,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,KDA監査法人," 3,106 ",--
1223,6820,E01850,アイコム㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 35,343 ",--
1224,6822,E01859,大井電気㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 3,774 ",--
1225,6823,E01842,リオン㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 33,502 ",--
1226,6824,E02027,新コスモス電機㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,協立監査法人," 27,320 ",--
1227,6826,E01865,本多通信工業㈱,電気機器,東証一部,3月末日,日本基準,連結,東陽監査法人," 12,203 ",--
1228,6832,E02051,アオイ電子㈱,電気機器,東証二部,3月末日,日本基準,連結,監査法人ラットランド," 27,960 ",--
1229,6834,E01717,㈱精工技研,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 21,840 ",--
1230,6837,E02048,㈱京写,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,ＰｗＣ京都監査法人," 5,001 ",--
1231,6838,E01864,㈱多摩川ホールディングス,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,監査法人アヴァンティア," 9,269 ",--
1232,6839,E01863,船井電機㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 33,095 ",--
1233,6840,E02045,㈱ＡＫＩＢＡホールディングス,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,ＫＤＡ監査法人," 5,828 ",--
1234,6841,E01878,横河電機㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 469,018 ",--
1235,6844,E01887,新電元工業㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 42,544 ",--
1236,6845,E01879,アズビル㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 618,555 ",--
1237,6846,E01940,㈱中央製作所,電気機器,名証二部,3月末日,日本基準,連結,有限責任あずさ監査法人, 947 ,--
1238,6848,E01798,東亜ディーケーケー㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 16,401 ",--
1239,6849,E01903,日本光電工業㈱,電気機器,東証一部,3月末日,日本基準,連結,東陽監査法人," 282,164 ",--
1240,6850,E02286,㈱チノー,電気機器,東証一部,3月末日,日本基準,連結,アーク有限責任監査法人," 13,880 ",--
1241,6855,E02043,日本電子材料㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 25,092 ",--
1242,6857,E01950,㈱アドバンテスト,電気機器,東証一部,3月末日,IFRS基準,連結,EY新日本有限責任監査法人," 2,005,646 ",--
1243,6859,E02307,エスペック㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 50,725 ",--
1244,6861,E01967,㈱キーエンス,電気機器,東証一部,3月20日,日本基準,連結,有限責任監査法人トーマツ," 13,228,065 ",--
1245,6862,E01977,ミナトホールディングス㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,三優監査法人," 3,386 ",--
1246,6863,E02411,㈱ニレコ,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,新日本有限責任監査法人," 7,657 ",--
1247,6864,E01847,㈱エヌエフホールディングス,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 12,973 ",--
1248,6867,E02005,リーダー電子㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,海南監査法人," 2,929 ",--
1249,6869,E02015,シスメックス㈱,電気機器,東証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 2,479,833 ",--
1250,6875,E02042,㈱メガチップス,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 79,367 ",--
1251,6879,E01862,㈱ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,情報・通信業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 22,057 ",--
1252,6881,E02035,㈱キョウデン,電気機器,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 18,245 ",--
1253,6882,E01821,㈱三社電機製作所,電気機器,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 14,471 ",--
1254,6890,E02024,㈱フェローテックホールディングス,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 120,005 ",--
1255,6894,E02021,パルステック工業㈱,電気機器,東証二部,3月末日,日本基準,連結,ときわ監査法人," 2,382 ",--
1256,6899,E02013,ＡＳＴＩ㈱,電気機器,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 10,626 ",--
1257,6901,E01885,澤藤電機㈱,電気機器,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 9,763 ",--
1258,6902,E01892,㈱デンソー,輸送用機器,東証一部、名証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 6,223,189 ",--
1259,6904,E01857,原田工業㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 19,908 ",--
1260,6907,E02431,ジオマテック㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 7,486 ",--
1261,6908,E02009,イリソ電子工業㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 123,901 ",--
1262,6912,E02004,菊水電子工業㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 9,256 ",--
1263,6919,E01992,ケル㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 7,944 ",--
1264,6923,E01880,スタンレー電気㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 571,353 ",--
1265,6924,E01886,岩崎電気㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 14,329 ",--
1266,6925,E01929,ウシオ電機㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 216,027 ",--
1267,6926,E01928,岡谷電機産業㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 7,862 ",--
1268,6927,E02076,ヘリオス　テクノ　ホールディング㈱,電気機器,東証一部,3月末日,日本基準,連結,仰星監査法人," 8,187 ",--
1269,6928,E01989,㈱エノモト,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 12,151 ",--
1270,6930,E01848,日本アンテナ㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 12,326 ",--
1271,6932,E01986,㈱遠藤照明,電気機器,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 11,747 ",--
1272,6937,E01917,古河電池㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 54,316 ",--
1273,6938,E01983,双信電機㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 8,923 ",--
1274,6941,E01979,山一電機㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 40,197 ",--
1275,6942,E01978,㈱ソフィアホールディングス,情報・通信業,JASDAQ スタンダード,3月末日,日本基準,連結,監査法人アヴァンティア," 3,378 ",--
1276,6943,E01974,ＮＫＫスイッチズ㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任あずさ監査法人," 3,218 ",--
1277,6946,E01968,日本アビオニクス㈱,電気機器,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 12,253 ",--
1278,6947,E01966,㈱図研,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 71,081 ",--
1279,6951,E01905,日本電子㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 284,352 ",--
1280,6952,E01935,カシオ計算機㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 502,241 ",--
1281,6954,E01946,ファナック㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 5,157,775 ",--
1282,6955,E01896,ＦＤＫ㈱,電気機器,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 43,377 ",--
1283,6957,E01960,㈱芝浦電子,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 40,066 ",--
1284,6958,E01959,日本シイエムケイ㈱,電気機器,東証一部,3月末日,日本基準,連結,新宿監査法人," 28,503 ",--
1285,6960,E02304,フクダ電子㈱,電気機器,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任あずさ監査法人," 169,240 ",--
1286,6961,E02390,㈱エンプラス,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 54,254 ",--
1287,6962,E01952,㈱大真空,電気機器,東証一部,3月末日,日本基準,連結,SCS国際有限責任監査法人," 37,237 ",--
1288,6963,E01953,ローム㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 1,039,270 ",--
1289,6964,E01954,㈱サンコー,電気機器,東証二部,3月末日,日本基準,連結,太陽有限責任監査法人," 5,124 ",--
1290,6967,E01957,新光電気工業㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 506,218 ",--
1291,6971,E01182,京セラ㈱,電気機器,東証一部,3月末日,IFRS基準,連結,ＰｗＣ京都監査法人," 2,574,225 ",--
1292,6973,E01619,協栄産業㈱,卸売業,東証一部,3月末日,日本基準,連結,監査法人保森会計事務所," 4,461 ",--
1293,6976,E01824,太陽誘電㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 700,575 ",--
1294,6981,E01914,㈱村田製作所,電気機器,東証一部,3月末日,米国（SEC）基準,連結,有限責任監査法人トーマツ," 5,710,630 ",--
1295,6986,E01841,双葉電子工業㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 34,577 ",--
1296,6988,E01888,日東電工㈱,化　学,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 1,272,946 ",--
1297,6989,E01817,北陸電気工業㈱,電気機器,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 9,379 ",--
1298,6993,E01891,大黒屋ホールディングス㈱,小売業,東証二部,3月末日,日本基準,連結,HLBMeisei有限責任監査法人," 6,901 ",--
1299,6994,E01899,㈱指月電機製作所,電気機器,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 19,572 ",--
1300,6995,E01898,㈱東海理化電機製作所,輸送用機器,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 174,992 ",--
1301,6996,E01904,ニチコン㈱,電気機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 90,636 ",--
1302,6997,E01926,日本ケミコン㈱,電気機器,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 51,152 ",--
1303,6998,E01907,日本タングステン㈱,電気機器,東証二部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 5,147 ",--
1304,6999,E01902,ＫＯＡ㈱,電気機器,東証一部、名証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 65,981 ",--
1305,7003,E02123,㈱三井Ｅ＆Ｓホールディングス,輸送用機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 43,294 ",--
1306,7004,E02124,日立造船㈱,機　械,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 124,086 ",--
1307,7011,E02126,三菱重工業㈱,機　械,東証一部、名証一部、札証上場、福証上場,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 1,177,403 ",--
1308,7012,E02127,川崎重工業㈱,輸送用機器,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 440,424 ",--
1309,7013,E02128,㈱ＩＨＩ,機　械,東証一部、名証一部、札証上場、福証上場,3月末日,IFRS基準,連結,EY新日本有限責任監査法人," 448,417 ",--
1310,7014,E02129,㈱名村造船所,輸送用機器,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 12,023 ",--
1311,7018,E02131,内海造船㈱,輸送用機器,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 2,298 ",--
1312,7021,E00035,㈱ニッチツ,機　械,東証二部,3月末日,日本基準,連結,太陽有限責任監査法人," 3,067 ",--
1313,7022,E25662,サノヤスホールディングス㈱,輸送用機器,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 4,867 ",--
1314,7040,E34097,㈱サン・ライフホールディング,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任あずさ監査法人," 5,360 ",--
